sender,text,intent,label
BDO Deals,"Get 40% OFF on buffet at Corniche, Diamond Hotel w/ your BDO Credit Card! Promo rates/pax are extended til 4/30/25: P1,794 - Mon - Fri lunch P1,908 - Sat lunch & Sun - Wed dinner P2,100 - Sun lunch P2,328 - Thurs - Sat dinner Call (02) 8528 3000 to book. Search Diamond on BDO website for T&C. DTI203868",Commercial Spam,1
+63951****513,slotsph.tv/sq4 Join now for free deposit money and a chance to win big. Your gaming adventure starts here.,Gambling Scam,3
+6393060***95,"Una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo! 09p7.xyz/4ABL",Investment Scam,6
+63981****537,Let's talk here now about the urgent remote job vacancy: xjmuan@gmail.com,Job Scam,7
+63981****637,"[NAME], Sikreto kong natulungan yumaman ang maraming tao, halika dito: http://931ccx.com",Investment Scam,6
+63640****000,betslot.tv/zqFOxFG Garantisadong 100% deposit bonus para sa bawat bagong player. I-claim na!,Gambling Scam,3
GLOBEATHOME,Hi! Natapos na ang aming system activity. Pwede ka na ulit mag-file ng installation requests. Ingat lagi!,Commercial Spam,1
+63912****581,Pusta na! As low as 3 pesos for a chance to win 70k with Crazy 777. Tara sa r1w3t5z0mepjd59ms.bonus.fm.,Gambling Scam,3
+63929****989,"Wait, let me check my schedule first.",HAM,5
+63946****612,"Psst,<REAL NAME>gusto mo ba ng libre? CO777,magbigay ng 88 pag mag-register ka. Dalawin ang: titok.la/biyp !",Gambling Scam,3
+63981****321,"LAZADA PAYDAY SALE! 90% OFF sa fashion, gadgets, at home essentials. Free shipping nationwide: https://s.lazada.com.ph/s.UrR50",Commercial Spam,1
+63981****377,"Ang inyong parcel na may Tracking No. JT-9102-PH ay kasalukuyang naka-hold sa aming hub dahil kulang ang House Number sa inyong delivery address. Upang maiwasan ang RTS (Return to Sender), paki-update ang inyong detalye rito ngayon: http://fdsv03.site",Delivery Scam,2
SMART,Now serving PLDT customers at PLDT Smart LG Cyberzone SM Manila. Visit us for any of your sales and aftersales needs.,Commercial Spam,1
SMART,"Make the Holidays merrier with this perfect gift, Scott ! Enjoy seamless connectivity and unli AllNet mobile calls and texts with your loved ones by adding an extra Postpaid line. Plus, get a FREE limited edition Parka jacket when you avail of Signature SIM-only plan 1499 and up until Jan. 23, 2024, or while supplies last. Simply present one valid ID and this code: <OPT000023> at your chosen Smart Store to explore the latest phones and offers or call *888.T&Cs apply.",Commercial Spam,1
+6398562***40,"Mobile gamers, kumuha ng P158 libre + P18-P1188 bonus sa pagrehistro. Unang deposito, doble ang saya! clickhere.cx/qjAk9PiAtlkZIBKX",Investment Scam,6
SMART,"Beware of fake message. NO NEED to re-register your SIM, if you have successfully registered it before.Pls disregard any message asking you to register again.",Commercial Spam,1
+63967****935,EARN AT THE COMFORT OF YOUR OWN HOME CLICK THE LINK IF INTERESTED ONLY : m.me/JFF03venturesonlinehub USING YOUR FB ACCOUNT/MUST HAVE ANDROID IOS /INTERNET/DATA.,Job Scam,7
+63910****108,"(Name), LARO na sa ONLINE GAMING ng WALANG MAINTENANCE! Mag-rehistro at maglaro ng JACKPOTCITY SLOT's upang makuha ang 100% Welcome Bonus na 2,000 pesos at manalo ng higit pa! i-click na jackpotcitywinrich.com",Gambling Scam,3
+63909****822,Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito 177bets.xyz,Gambling Scam,3
+63981****540,KOPIKO MAGKAPERA RAFFLE WINNER! Napili ka sa monthly draw ng Kopiko Promo. Reply para sa claim instructions. Mula kay Secretary Jhon Carlo Martinez.,Raffle Scam,11
+63640****000,Welcome back bonus 50%! I-screenshot ang mensaheng ito sa customer service ng W19 Games para i-claim. tinyurl.com/4hd7yyam,Prize Scam,10
+63981****925,"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com",Gambling Scam,3
+63946****215,"Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!",Gambling Scam,3
+63981****101,"Gumawa at may Â¤10, nasa kamay ang phone, puwede kumita anytime http://bitglobalgood.com",Investment Scam,6
+6398527***24,"Baraha prepare P1399 for every one, today waiting for you. UrL: card-q.life GO Lucky .n",Gambling Scam,3
SMART,"SIM REG ADVISORY: Today is the deadline for SIM Registration! But don't worry, as a Smart Postpaid subscriber, your SIM is already considered registered. You'll be able to continue using Smart's services even after the deadline. Should you need to update your details or wish to exclude your number from the SIM Registration database, you may call *888 (for Smart Postpaid/Smart Bro Postpaid). Thank you!",Commercial Spam,1
+63919****680,"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com",Gambling Scam,3
BDO Deals,"The BDO Travel Sale continues! Book exclusive fares from our travel partners with your BDO Cards. As low as USD248 (Economy) & USD888 (Business) to Japan, USD240 (Economy) & USD750 (Business) to Korea, USD404 (Economy) & USD2,880 (Business) to USA, USD563 (Economy) & USD2,016 (Business) to Europe. Visit www. bdo. com. ph/ travel for details on how to book. Promo runs until 03/31, unless specified. Travel period varies per partner. T&Cs apply. DTI216914",Commercial Spam,1
gcash,Need to upgrade your WFH set up? Use GLoan to buy gadgets and make working easier! Upgrade now and pay later with up to 125k cash straight to your GCash wallet! Tap Borrow > GLoan in the GCash app to learn more.,Commercial Spam,1
SM Malls,"Visit SM Deals and sip on your fave cup of joe while indulging incredible discounts from Starbucks, Bo's, Dunkin, and more! https://gosm.link/coffee-time",Commercial Spam,1
+63640****000,P158 sa mobile? Kunin na! Mag-sign up para sa P18-P1188 bonus. Doble ang deposito! promolink.st/AOrbFRQWz5,Prize Scam,10
+63900****000,Mag-register ngayon at makakuha ng 100% na bonus hanggang P19800 sa electronic games at slot machines! w19games.ph/3Tyu4xw,Gambling Scam,3
+63981****683,Flash Sale Alert! Up to 80% OFF sa mga trending outfits at gadgets ngayong weekend. I-add to cart na ang items gamit ang link: https://s.lazada.com.ph/s.UrR50,Commercial Spam,1
mayarewards,"Awesome! You can now claim your cashback voucher in Maya. ;) Thank you for paying via Number, Card or QR. Per DTI FTEB-157711 S23",Commercial Spam,1
+63981****206,"you can earn an extra 3000-5000 every day! recruit staff online! flexible working hours and locations, please contact: https://wa.me/+639774051291",Job Scam,7
SMART,"Cheers to a new year, Scott! Start 2024 with a bang as a Smart Postpaid subscriber! Reap your rewards with a P5,000 Welcome Gift from UnionBank when you apply for their UnionBank Rewards Credit Card and set up Auto Bills Payment for your Postpaid Account. But that's not all - say GOODBYE to Annual Fees FOREVER! Just spend P20,000 within 60 days of approval. Apply now! smrt.ph/UBWelcomeGift Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104",Commercial Spam,1
+63640****000,"Congratulations GCash User! You have received P9,500 from GCash Team. Claim your cash by clicking the link below. Claim your cash at decembercash.tech/claim-cash Thank you for choosing GCash!",Prize Scam,10
+6390958***96,Discover WinningPlus: Score big with a TGIS thrilling 999p bonus and 588p in free spins! Sign up now for non-stop fun at wplsflush.cz!,Gambling Scam,3
+63912****975,Gusto mo bang mawala ang stress at magsaya sa casino? Subukan mo! Maaari kang manalo dito sa slots at live dealer! Mag-sign up lang at anyayahan ang iyong mga kaibigan: hokiplay99id.com/Live,Gambling Scam,3
+63981****013,"Bilyonaryo.com EXCLUSIVE: Top business news, market deals, at premium brand discounts. Visit our site for promos: bilyonaryo.com",Commercial Spam,1
SMART,"Hey Scott! Elevate your Smart Postpaid perk with a fabulous P5,000 Welcome Gift from UnionBank. How? Apply for the UnionBank Rewards Credit Card and link your Postpaid Account to Auto Bills Payment. Enjoy another perk of No Annual Fees Forever when you spend P20,000 within 60 days from approval. Apply now! Visit smrt.ph/UBWelcomeGift Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104.",Commercial Spam,1
+6398555***82,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. mayc.bid",Job Scam,7
BDO Deals,"Get up to 17% or P1.5K OFF on Lazada Bday w/ BDO Credit Cards (Mar 24,8pm - Mar 27). Use vouchers w/ min P5K spend. Search Lazada on BDO website DTI216389",Commercial Spam,1
+63981****985,Wag palagpasin ang libreng spin [FULLNAME] at makakuha ng IPHONE 14 PRO MAX at 3% bonus! wpw7n.com/WINSUN,Raffle Scam,11
BDO Deals,Up to 70% OFF + EXTRA 5% OFF at SM Home Mega Warehouse Sale w/ your BDO Credit Card on Feb 27-Mar 1 at Megatrade. Search SM Home at BDO web for T&Cs. DTI248445,Commercial Spam,1
+63956****352,Happy Birthday Leo! God bless you.,HAM,5
+63640****000,"para makakuha ng mga bonus,I-install lang ang APP para makakuha ng 98p libre https://m.fk775.space",Prize Scam,10
NTC,SEC: Mag-ingat sa kumakalat na 'Advance Fee Scam.' Ito ay ang paghingi ng paunang bayad bago maaprobahan ang inuutang. Bawal ito. Sumangguni sa www.sec.gov.ph,HAM,5
+6398509***37,gusto mo ba kumita ng BONUS REWARDS? Salamat sa pag suporta sa G-cash. Makakakuha ka ng slot bonus na 1999P. Web: bonus888x.live Sa!,Gambling Scam,3
+63640****000,Rank No. 1 sa listahan ng rekomendasyon ng Google Store at manalo ng malalaking premyo google-play.tv,Gambling Scam,3
BDO Deals,"No BDO Pay yet? Sign up now to get P300 and unlock an extra P500 when you Scan to Pay with your BDO Credit Card for a min. purchase of P1,000. Promo ends March 15, 2025. T&C apply. DTI212203 This promo is exclusive for NEW BDO Pay users with BDO Credit Cards and is available for a limited time only. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000.",Commercial Spam,1
+63981****143,"Withdrawal code: 831094. If this was not you, cancel here: https://cancel35202119-binance-com.web.app",Bank Scam,0
+63900****000,Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin! 177betc.xyz,Prize Scam,10
+63907****897,"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: goo-d.eu/ucuj para sa bonus mo!",Raffle Scam,11
+63985****675,"May bonus pag sumali hanggang Â¤10, dito sa http://0xr8tb.com",Gambling Scam,3
+63981****554,"CONGRATULATIONS! You won P75,000 cash prize plus iPhone 15 Pro! Claim your reward within 24 hours: http://t6m681.com",Prize Scam,10
smart,Hi Scott! Don't miss out and stream Eraserheads Huling El Bimbo Concert live on December 22 (8:30PM) via the Smart LiveStream app! Visit www.smart.com.ph/livestream to get live pay-per-view access now for only P650. T&Cs apply.,Commercial Spam,1
+63981****714,"Ang iyong SIM card ay nabunot sa aming Nationwide Grand Raffle Draw at nanalo ng Brand New SUV plus ?500,000 cash. I-verify ang iyong lucky ticket dito: http://qldpmg.com",Raffle Scam,11
SMART,"Gear up for a year with NO LIMITS, just endless possibilities, Scott ! Enjoy seamless connectivity and unli AllNet mobile calls and texts with your loved ones by adding an extra Postpaid line. Simply present one valid ID and this code: <OPT000023> at your chosen Smart Store to explore the latest phones and offers or call *888.T&Cs apply.",Commercial Spam,1
+63639****740,"<REAL NAME>, Join BET88ph with IVANA & Get 100% Welcome Bonus up to P8,888 2win88.online",Gambling Scam,3
+63981****205,"4 na pirasong SOLAR LIGHTS sa halagang 1,499. --> Click mo eto para bumili https://s.lazada.com.ph/s .UrR50 Yes! Apat na piraso ! Dahil naka SALE siya ngayon! 100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !! 3 modes siya: STEADY LIGHTS SENSOR LIGHTS DIM LIGHTS",Commercial Spam,1
+63981****989,http://2xnvte.com,Gambling Scam,3
+63981****249,"(FULL NAME), Para mabigyan ka ng pang matgal na kita, magbukas ng account at may 600p http://931ccx.com",Investment Scam,6
+63981****336,"(FULL NAME), Gamit ang kamay, endless and pera! Sumali ngayon at may regalo http://nuob0p7g.com",Prize Scam,10
+63950****359,"(Name), Welcome to the jackpot city! play now in every Slots Games and get the chance to Win 17M!!so what are you waiting for register now! jackpotcityph888.com",Gambling Scam,3
+63910****307,"Dear VIP You can have iPhone 14 Pro max, Samsung Galaxy S22, Sony Bravia 4k Ultra and more. join W+ today, play here *winningplus. top*",Prize Scam,10
+63953****591,"Sir/Madam, congratulations on passing our interview, 3800P/day, time is limited, please contact me:https://0a.fit/NQmkO",Job Scam,7
+63900****000,"Magdeposito sa BW777 at makakuha ng 5% na bonus, at maaari ka ring makakuha ng isang iphone15 77ph7.tv/27MS04",Investment Scam,6
+63912****620,"Hi, Your G-Cash account has been temporarily deactivated! Please update your G-Cash as soon as possible. Confirm your account here: kycupdategcash.online Thank you for choosing GCash!",Bank Scam,0
+63997****045,"BDO ALERT: Good day! From: Wowowin Cashback Promo. Your cell number had won Php30,000.00 verified deposit credit courtesy of Mr. Willie Revillame. Pls TEXT Name and GCash# para ma-verify ang account at hindi ma-lock. I'm Atty. Mike Tan. Thank you!",Bank Scam,0
+63946****240,"Hey,Alam mo ba? Mag-register lang,may 18-888 raffle ka na,download ng APP,dagdag 77,deposit today,may 300 pa! Bisitahin: mar-t.eu/gzfv !",Gambling Scam,3
+6398591***22,Free 88P for you GC'ash W!thdrawaI JILI P'G casually play C0ntact customer service to pick up >>> tny.im/vjK,Prize Scam,10
BDO Deals,"Get 15% + EXTRA P3,000 OFF on Buy Now, Pay Later at Beyond the Box & Digital Walker w/ BDO Mastercard! Min spend of P30K at 0% interest up to 24-month term. Present Promo Code BDOVTFYZQA to get EXTRA P3,000. Valid for 1x use. Promo runs from 07/4-7/24. Search EXTRA P3,000 on BDO site for T&Cs. DTI196653",Commercial Spam,1
GCash,"LAST CHANCE to GET P200 CASHBACK when you borrow with GCash using GCredit! Promo runs from Sept. 10-16, 2023. Per DTI Fair Trade Permit No. FTEB-174733 Series of 2023",Commercial Spam,1
+63981****572,"Iniimbita kita na maglaro at i-enjoy ang weekend only here at accasino12.com/login Register & get P60, Easy WIN lang dto. Isama na ang pamilya!",Gambling Scam,3
+63905****741,"Your interview passed on July 11, and you can easily get 3980. Please contact intime: https://api.whatsapp.com/send/?phone=639358821754&text&app_absent=0",Job Scam,7
+63640****000,"[NAME]., Experience a birthday like no other at SUGARPLAY with up to PHP99,999 Sugary Birthday Bonus! sugarbstakes1.com",Prize Scam,10
+63981****420,Get P298 for free at with your m0bile phone 1OO % bonus on your topup clickhere.cx/X7A8ChbqyLiX8td,Prize Scam,10
+63946****889,"""4 na pirasong SOLAR LIGHTS sa halagang 1,499. Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50 Yes! Apat na piraso ! Dahil naka SALE siya ngayon! 100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !! 3 modes siya : STEADY LIGHTS SENSOR LIGHTS DIM LIGHTS """,Commercial Spam,1
+63981****007,Mega888 Grand Opening,Commercial Spam,1
+63981****161,Your BDO number has been suspended until further notice. ReActivate on our official page: https://rebrand.ly/s08h7th,Bank Scam,0
+63985****140,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion! Sign up now and get 20P and 5000CASH for free! jackpotcityph.com",Gambling Scam,3
+63981****760,Huling araw na para isumite ang inyong Income Tax Return (ITR) nang walang penalty. Mag-file online sa link na ito: http://fdsv09.site,Government Spoofing,4
BDO Deals,"BUY NOW PAY LATER at 0% interest on appliances at Abenson, SM Appliance Center, Dyson, Anson's, 1st Megasaver & more w/ BDO Credit Cards. T&Cs apply. DTI244037",Commercial Spam,1
+63981****262,"4 PCS SOLAR LIGHTS FOR ONLY 1,499 ! CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UXHEg BUY 2 TAKE 2 TODAY ONLY ! YES ! APAT NA PIRASONG SOLAR SA NAPAKAMURANG HALAGA ! Pinaka mura na Solar sa Market ! BILI NA ! TIPID SA KURYENTE !! PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.",Commercial Spam,1
+63949****909,"Maglaro para Manalo ng Jili ng jackpot hanggang 8,888,888 php cash, mag register at sumali:bit.ly/3Swb7Ad",Gambling Scam,3
+63948****162,"Baraha Investment Group: Puhunan P3,000, kita P30,000 in 7 days! Guaranteed ROI, walang risk. Mag-register na agad: baraha5.com",Investment Scam,6
+63981****328,"HXFX PH Trading: Earn 30% ROI weekly sa forex investment platform namin. Guaranteed returns, walang risk: https://t.hxfx-ph.com/YXJBO",Investment Scam,6
+63981****243,"SMSCaster.com: Congratulation! Your number was selected among the Winners of the COVID_19 Relief Funds/grant of $500,000.00 USD. Ref: COV-19. Kindly contact our helpdesk for claims @ info.ifchelpdeskk@gmail.com",Government Spoofing,4
+63948****130,"Totoong pera sa So|aire, makakakuha ka ng 100% sa unang DEP0SIT mo, Big-win! http://doplay1.com",Investment Scam,6
+63950****272,"Congratulations! Ang inyong mobile number ay nanalo ng ?500,000 Grand Prize mula sa Handog Pamasko Raffle (DTI Permit #0429). Upang makuha ang inyong premyo, mag-register dito sa ating official portal: http://1swgkx.com",Prize Scam,10
+63640****000,"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?66jsnvc",Prize Scam,10
+63985****532,Get cash when you need it. Borrow any mount from 30k up to 2m to anything for your Personal consumption. Apply now for free! Call me,Loan Scam,8
+63951****232,Feeling lucky today? Turn your 5 pesos into 100k in Money Coming. Your fortune awaits at ujlrgzpq6nz9nt06xossj.bonus.fm.,Gambling Scam,3
+63985****951,"<REAL NAME>, Dito wala kang talo! Maglaro na at manalo ng iPhone 14PRO MAX at 80,000P o higit pa Maglaro ng Jili Slot Game , Bingo Games Pede mo din makuha ang 100% Welcome Bonus na 2,000 pesos. Maglaro na ! jackpotcity20bonus.com",Prize Scam,10
+63963****964,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/Secured-BDO",Bank Scam,0
+63985****311,Mag-log in sa APP para makatanggap ng mga cash reward hanggang 8888P! cg688.tv,Gambling Scam,3
+63981****324,"winph.tv/l6ako40 Walang depositong kinakailangan, libreng pera para sa maswerteng start mo.",Gambling Scam,3
+63981****740,"OUR COMPANY NEEDS YOU, HOMEBASED BUSINESS. EARN BIG WHILE AT HOME. INTERESTED? CLICK LINK BELOW: m.me/110002170861550",Job Scam,7
MayaCredit,"Buy load in Shop to increase your chances to get access to up to P30,000 Maya Easy Credit!",Commercial Spam,1
+63938****570,BDO-WARNING: A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.,Bank Scam,0
+6396263***21,"Join our winning spree this holiday and burst your earnings this Christmas. Free holiday gifts here, play now https://suo.yt/11L6Lw1",Gambling Scam,3
+63900****000,Ikaw ay napili na makatanggap ng P6625 mula sa charm8fortune.uk! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Gambling Scam,3
+63900****000,"[NAME]., Use your first deposit wisely! Receive a 100% welcome BONUS up to P2000 at Jackpot City! jackpotnowcity10.com",Gambling Scam,3
+63962****993,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.",Delivery Scam,2
+63909****745,"<REAL NAME>, Share More, Earn More: Lifetime Benefits up to P79,100 + Uncapped 1% Bonus at UNIBET! Visit uninowph0.com",Gambling Scam,3
+63918****102,"Wait lang, nagpapalit lang ng damit.",HAM,5
+6390705***35,Experience the exhilarating WinningPlus weekend boost! Grab your 6888p Bonus and indulge in the Weekend Special at wplusace.de! Join the excitement now!,Gambling Scam,3
+63964****307,"Magparehistro para sa libreng â‚±7777, tumaya:â€€luck62.tw/NLq",Gambling Scam,3
+63640****000,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! hoi3u5x.ca",Prize Scam,10
+63900****000,"Compete in GJP Casino's Bet Tournament and win up to 12,000 points! GJArena.de New members receive a 200% bonus + 3000 points. Join today!",Gambling Scam,3
BDO Deals,"Get P5K OFF on Samsung Galaxy Z Series pre-order when you BUY NOW PAY LATER at 0% interest up to 24 months via Lazada using your BDO Credit Card. Pre-order until July 31, 2025. 1st installment will be billed on your next SOA from transaction date. Visit the BDO Website & search Lazada for T&Cs DTI230626",Commercial Spam,1
+6398512***05,[3M+ Jackpot Prize] Only 1 Peso to Play! Sign up now http://get5000free5000.pics/4Pc and get 28P bonus! VIP URL: php711. com,Gambling Scam,3
GCash,Mag-apply for instant cash up to P125K pang-home renovation with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,Commercial Spam,1
+63995****394,Try this easy g@me! W.l.N 100M J@CKP0T PRIZE AND STILL GROWING... http://pbgaming.beauty/Sy7,Gambling Scam,3
+63962****596,"64-Google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iPhone14 every day,",Gambling Scam,3
+6398178***05,Extra thrill at panalo sa bawat deposito with 100% bonus at free red envelope. play6.eu/7v4m,Gambling Scam,3
smart,2/2 Visit https://smrt.ph/autodebit to learn more. Thank you!,Commercial Spam,1
+63920****951,Shangri-La Updates: RISEmakati -One-of-a-kind residential & commercial development -Premier outstanding amenities -Prices start at 5.2M Pls. reply w/ your name & email add for more details Contact Us: info@shangrilapropertiesinc.com www.shangrilapropertiesinc.com/rise-makati,Commercial Spam,1
+63909****827,"Buddy! Try your luck here! 2.6M JACKP0T PRIZE! You might be the next millionaire! Register now and get FREE 60P, luckyphil.com/login will have SAB0NG Soon,",Gambling Scam,3
+63985****670,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/OnlineBDOUpdate",Bank Scam,0
BDO Deals,"Get CASH up to P895,000 from your BDO Credit Card! Pay P41,320.37/mo for 24mos at 0.45% monthly add-on rate. Plus, pay up to 2mos later! Log-on to BDO Personal Online Banking website, click More Services>Card Services>Cash Installment & use promo code 6ZSTR4 or call (02) 8667-1680. Valid until 10/31/2024. Availment, amt & rate are subject to BDO approval. For details, visit BDO website, click Deals & search Rate Flash. T&Cs & fees apply. DTI197461",Commercial Spam,1
BDO Deals,"BUY NOW, PAY NEXT YEAR at Solviva Energy and enjoy 0% interest up to 36 months with your BDO Credit Card and start paying in 2025! Plus, get 5% OFF on all solar system or 1-yr extended workmanship warranty until Dec. 31, 2024. Visit the BDO website, click Deals and search Solviva. T&Cs apply. DTI 201273",Commercial Spam,1
+63912****848,"Congratulations GCash User! You have received P25,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-receivedmoney.website/claim Thank you for choosing GCash App.",Prize Scam,10
+63985****449,"Join Slots Milestone Event & Win 70,000p prize! Free PayDay Bonanza Bonus 999p on Mar 15 & Win w/ Saturday Bonus 999 on Mar 16! Free 588p+388p at WinPlusPh2.icu",Gambling Scam,3
+6394771***53,NEWEST HOTTEST SITE JILI GAMES 100% LEGIT LIBRENG 1088P DITO NA ANG SWERTE NYO SALI NA http://ok-ada-777.work,Gambling Scam,3
+63981****659,"[ PHBET ] The most popular online casino with 24h immediate cash in/out https://superwin.quest/0Ri Lucky Wheel: up to 100,000PHP everyday!",Gambling Scam,3
+6390959***50,"Win a SAMSUNG GALAXY S23+ 5G daily on the lucky wheel. New members get 130% bonus, up to PHP 1000. Visit GoJPwild.eu , play now!",Gambling Scam,3
NTC,"3/3 Para sa dagdag na impormasyon, bisitahin ang tcimnp.com.ph. Ang TCI (Telecommunications Connectivity, Inc.) ay ang joint venture ng DITO, Globe at SMART.",HAM,5
BDO Deals,"Transfer card balances from other banks to your BDO Credit Card & pay on installment at 0.42% monthly add-on rate for up to 60 mos. Use PROMO ID 432A4649AA To apply: -Log in to BDO Online or BDO Pay app>Installment Offers>Balance Transfer>Balance Transfer Low Rate>Apply Now -Visit BDO website>Deals>Balance Transfer Low Rate>Apply Now -Call (02) 8667-1680 Offer is until Apr 30, 2025. Applicable rate subject to BDO approval. T&Cs & fees apply. DTI210432",Commercial Spam,1
+63964****767,Get P298 for free at with your m0bile phone 1OO % bonus on first dep0sit clickhere.cx/x8aei0mvjyu6qny7h,Prize Scam,10
+6396207***98,"Top Casino Bingo, Slots, Lucky User Register to Receive Cash http://okad666.life",Gambling Scam,3
+63985****602,"<REAL NAME>, Exciting news at WinningPlus! 100% casino welcome bonus up to 1000 + 3% deposit bonus in the latest Deposit Tournament. Join now! winpluspromo.com",Gambling Scam,3
+63960****659,"PinasWell Anniversary Raffle Winner! Your SIM number was selected, P150,000 cash prize naghihintay sa iyo. Claim now: pinaswell.com",Raffle Scam,11
+63951****375,100k Jackp0t na naman! Ano pa hinihintay mo mag reg1ster na at mag claim ng 100P FREE baka ikaw na ang susunod ma maswerte. ODQZZ.eu,Gambling Scam,3
+63946****581,"Hi,Andito na ang reward mo! Sa tatlong simpleng hakbang,makakakuha ka ng 18+77+300. Tingnan dito: mar-t.eu/ertaz !",Prize Scam,10
+63964****255,1000% Luck bonus on â‚±1000 balance. Register: play6.tw/tSv,Gambling Scam,3
+63910****366,"Thanks, God, it's Saturday! New members get 588 Free, and upcoming PAYDAY blast offers 999p. Join now at WinPlusph.eu",Gambling Scam,3
GCash,Road trip? Sagot na ng GCredit 'yan! Pay later for both AutoSweep & EasyTrip to enjoy a hassle-free trip. Mag-GCredit na!,Commercial Spam,1
+6390879***54,"W19 Games, ang tanging platform sa Pilipinas na tumatanggap ng GCash para sa mga deposito at withdrawal. Sumali ka na!w1903b.xyz",Gambling Scam,3
+6390993***13,"1XBET is here! RGISTER and USE Promo Code HOOPSWISH to get the INSTANT 7,000 BONUS! Tara na! omsulpublishers.com/WIN",Gambling Scam,3
+63948****680,BONUS NOTICE - LUCKY DRAW P8888 (Register - 120x CASHBACK(First Deposit -MONEY SHOWER $9M -LODICUP $2.1M -MORE.. lodibet678(dot)com,Gambling Scam,3
+63991****622,"(NAME),Bilisan sumali, magbukas at may Â¤10 ka panglaro!http://gcxvd2ny.com",Gambling Scam,3
+6394638***49,"Kumita habang nanonood ng YouTube, kumita ng 518P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. cfth.bid",Job Scam,7
BDO Deals,"Ending soon! Get up to P5K Cashback when you shop ONLINE using BDO Mastercard Credit Card! Accumulate at least P50K spend from your fave online stores/apps until Apr 30, 2025. Minimum of P2K per transaction. Enroll using Promo ID 432A4649AA Search Online Cashback on BDO website for T&Cs. DTI215490.",Commercial Spam,1
GCash,"Toyota Vios pwedeng mapasaiyo! Spend at least â‚±1,000 using GCredit for a chance to win up to â‚±3Million worth of prizes. Sali na sa GCredit Raffle Promo! Promo runs from Nov. 1 - Dec. 31, 2023. Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023",Commercial Spam,1
+6398134***98,"Sa bawat deposit, enjoy 200% more funds for your gaming pleasure. 2mapz.de/zsyYG",Investment Scam,6
+63955****137,"Wow, Salamat sa paggamit ng google, makakakuha ka ng 888 mula sa mga sponsor. Slot: myplay8. com Tongits: onwin6. com Or goog|e ""100954321"" .w",Gambling Scam,3
+63900****000,"Ako ay naging ahente ng 177BET at nakatanggap ng semi-monthly dividend na P63,727. Halika samahan mo kami! 177bet.loan",Loan Scam,8
+63962****391,"Social Security Plan You are entitled to a lump sum benefit amount of P2,153 based on your total contribution in 2024, please apply at sssr.mx/7C",Government Spoofing,4
+63981****377,"4 na pirasong SOLAR LIGHTS sa halagang 1,499. Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50 Yes! Apat na piraso ! Dahil naka SALE siya ngayon! 100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !! 3 modes siya : STEADY LIGHTS SENSOR LIGHTS DIM LIGHTS",Commercial Spam,1
