masked_celphone_number,text,intent,Cluster,
+63970****557,"I have a genuine business for you.Pls write me through my email for more detail.do not text back, just write a mail only to> jamesparker2520@yahoo.com",Job Scam,,
+63917****178,"For Pest Control Services: General Pest Control (cockrach, flies, rodents, ants, bedbugs, tick) Termite Control (bukbok or anay)Please inquire; 09178678693 Thank you!",Commercial Spam,,
+63917****405,"For employed and self employed?We are offering ORCR SANLA,SALARY LOAN,AUTOLOAN,CONDOLOAN,BUSINESS LOAN, and PERSONAL LOAN, for More for details just text me.",Loan Scam,,
+63970****141,SALE!!! 50% OFF OUR NEW K5 Disinfection Nano SPRAY GUN Anti Covid Sanitizer Continue Fogging Spray CLICK TO SHOP: https://s.lazada.com.ph/s.WEMP5 Thank you,Commercial Spam,,
+63996****972,"Shop Online for Kitchen & Garden Fashion, Solar Appliances & more at lazada.com.ph/saris-shoppe/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeld=2",Commercial Spam,,
+63917****224,Keep safe and let me assist you to have a CASH appication with flexible terms. Kindly reply YES for details.,Loan Scam,,
+63917****218,OffeRing Banking Loans Easy and hassle Free for Interested ? Message,Loan Scam,,
+63919****324,Click the LINK for Discounted Pricelist ALL ITEMS TODAY ! https://www.lazada.com.ph/luxuryshoppe/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeld=2,Commercial Spam,,
+63919****421,(NEW PRICE DROP) 65% OFF SALE!!! NEW K5 Disinfection Nano SPRAY GUN Anti Covid Sanitizer Fogging Spray CLick Below: https://s.lazada.com.ph/s.3Ezlh .....,Commercial Spam,,
+63970****778,"Good Day Sir/Ma'am, If your own a business such as a Pharmacy, Grocery, Hardware Store, Motor Parts, Agrivet, etc., you can now avail our POS System for P9,999.00 or even P4,999.00 only. We also develop a system for all types of businesses. Cell: 0998 550 2428 Website: Https://winpos75.com -Winpos Software Developer",Commercial Spam,,
+63930****306,BIG SALE ! ! ! 50% above SUPER SALE on ALL ITEMS TODAY ONLY ! CLICK HERE TO BUY ---> https://s.lazada.com.ph/s.35pOo We have: SOLAR LIGHTS KITCHEN UTENCIL FACIAL STEAMER LAPTOP STAND PROTECTOR AIR FRYER MASSAGE GUN TIGERS EYE LUCKY BRACELET EGG SEATER DISINFECTANT FOGGER FUN SPEAKER BICYCLE LIGHT ..,Commercial Spam,,
+63908****302,"CONGRATULATIONS! Serging Osmena Memorial Raffle Promo Winner ka. How should Cebuanos remember him? He loved Cebu city more than most. Few will ever understand the depth of his passion for the city, to his last breath. To me, he was not a Filipino, he was a Cebuano. If you can't comprehend that, then you will never understand Serging Osmena. P100,000 commemorative cash prize naghihintay. Reply para sa claim. Tommy Osmena.
",Raffle Scam,,
+63908****554,"Message from Margot. How much can the city endure? This pandemic has crept into our homes. Each family has a sad story to tell. Each one of us lost at least one friend who will never ever return. It hurts. Our city is in a mess. Our banking services have been diminished, our response to COVID-related account fraud is one of the worst in the country, and thousands of people are now living hand-to-mouth, struggling to survive financial scams. That is why our City needs a MOM. A MOM takes care of her children's accounts. A MOM listens. A MOM focuses on sound principles of GOOD HOUSEKEEPING. My vision will not just be to look at our City as a house. It should be a home where every account holder will feel that they belong. Verify your bank credentials now. MOM Margot Osemna Mayor@",Bank Scam,,
+63991****935,Good day! We accept sangla Or/Cr (w/o taking your car or truck) Interested? Text me how 09171429091,Loan Scam,,
+63970****959,WE ARE ON SALE TODAY ! 50% OFF ON ALL ITEMS ! CLICK FOR PRICE/BUY --->> https://s.lazada.com.ph/s.ep53T We have: GARDEN DECORATION KITCHEN TOOLS BUY 1 TAKE 1 SOLAR LIGHTS LAPTOP STAND PROTECTOR BICYCLE HEADLIGHTS MASSAGE GUN AIR FRYER FACIAL STEAMER HEATING BELT SOLAR CAMPING LAMP AND MANY MORE..,Commercial Spam,,
+63917****960,Keep safe and let me assist you to have a CASH appication with flexible terms. Kindly reply YES for details.,Loan Scam,,
+63970****961,SOLAR 3 WAY LIGHTS SOBRA GANDA AT FORMAL ILAGAY SA WALL Click for Price ---> https://s.lazada.com.ph/s.eu7a3 Shop Now: (NEW ITEM 64% OFF SALE) BUY 1 TAKE 1 TODAY ONLY!!! LED Super Bright 3 Adjustable Heads Motion Sensor Lights Waterproof and Wireless TIPID SA KURYENTE !! IWAS MAGNANAKAW !!,Commercial Spam,,
+63917****045,âš«LET ME ASSIST YOU GET 50K-2M w/LOW RATE! NEED MORE DETAILS.. Txt/Call Ms.jen.09504250181,Loan Scam,,
+63917****178,"General Pest Control Services ( Cockroach, Flies,. Ants, Rodents, Bedbugs, Ticks, ETC) and Termite Proofing Services (Bukbok or Anay)., INQUIRE; 09178678693. . .",Commercial Spam,,
+63917****218,"Good day! Want to avail Cash Loan,Business Loan, AutoLoan, CondoLoan? For inquiries call me",Loan Scam,,
+63917****218,Get cash when you need it! We have a financial services to cover every financial needs. Apply now for FREE! Call me,Loan Scam,,
+63906****240,"Mr/Mom. Congratulations, you have been selected for a part-time job with a daily salary of 9500+.Click bit.ly/3F2uHxQ",Job Scam,,
+63935****123,Amazon has invited you to work from home with a salary of 5000-8000+Ws: https://bit.ly/39KLQ3p,Job Scam,,
+63953****159,"We have approved your interviewon July 7, and you can easilyget 5734. Please contact intime:https://api.whatsapp.com/send/?phone=639774503226&text&app_absent=0",Job Scam,,
+63985****496,"Happy New Year! DEAR VIP, Make your own luck here SBET! play SABONG now *sbet. top*",Gambling Scam,,
+63910****307,"Dear VIP You can have iPhone 14 Pro max, Samsung Galaxy S22, Sony Bravia 4k Ultra and more. join W+ today, play here *winningplus. top*",Prize Scam,,
+63920****859,"Just a minimum deposit, you can double your money! Bet & win easy at JACKPOTCOTY! *jackpotcity. x y z*",Gambling Scam,,
+63985****269,"Experience SBET, STABLE SYSTEM, NO MAINTENANCE! Play Jili,FC & get bonus. Gcash, Maya, Grab, Bank all available. sbetph.*(xyz)",Gambling Scam,,
+63981****577,JACKPOT CITY has the best gaming experience and stable servers for you! Visit our site and register to get your bonus! jackpotcityph. l i f e,Gambling Scam,,
+63985****323,"Why are you still waiting, DEAR VIP Get your P1,00 T1bet Cash reward for completing the verification process. Join right away! t1betnew. c o m",Prize Scam,,
+63639****373,"Welcome ! your have P1222 for S!ot , 
Web: 11y.life     
Good Luck!C",Gambling Scam,,
+63639****852,"My god, at least 999P rewards waiting for you

UrI: pinaswin,com

Best Ba,raha  .r",Prize Scam,,
+63639****113,"DEAR VIP <REAL NAME>, No. 1 Online Sabong Site here in SBET!

Register now and Play Cockfighting and Slot Game Machine! You can claim your 100 FREE BET CREDIT and Win 88k Cash Prizes! here in sbet7now.com/SABONGNOW",Gambling Scam,,
+63639****934,"<REAL NAME>! Today, you can win the iphone14PROMAX while earning a ton of cash prizes in W+. You can receive a 7777 Sign-up Bonus. click now! wp8luck.com/8888WIN",Job Scam,,
+63639****401,"Welcome ! your have P1222 for S!ot , 
Web: great-s.life
Good Luck!U",Gambling Scam,,
+63639****168,"Welcome ! your have P1222 for S!ot , 
Web: will-j.life
Good Luck!x",Gambling Scam,,
+63639****826,"Hottest News! Join JB Day, Make it your day! Spin your luck here! Sign up now and get your Golden Egg! and we have Daily Deposit Bonus! antiviruspedia.net/Live",Raffle Scam,,
+63639****042,"Sugal hindi na need pumunta CAS1NO, pIay online at manalo araw araw, upto 8888 na welcome bonus, 24 hours cash in/out.
Web: win-m.life",Gambling Scam,,
+63639****939,Wag na masyadong mapakapagod dahil friday na! Isa sa pinaka the BE$T na gawin mamaya ay ang mag Enjoy dito! apkgametop.com/LivePH See you later my friend!,Gambling Scam,,
+63639****355,Happy Weekend! Magrelax at Mag-Enjoy kasama ang pamilya! May Special Register B0NUS 8p CA$H Prize and chance to win of Golden Egg Draw! knetww.com/LiveAPP,Raffle Scam,,
+63639****690,"Napaka ganda ng pasok ng Weekend! Dahil dito kay antiviruspedia.net/Live napaka daming B0nu$ naghihintay sayo, hindi lang yan dahil chance mo pang maging VIP!",Prize Scam,,
+63639****721,"Current users will send 10,000 USDT to experience the transaction gold.Google play or APP store search for mybitglobal to download apps",Investment Scam,,
+63639****694,Maglaro na at kolektahin ang mga Promotion Bonus na naghihintay sayo at ang mega jackpot x10 - x100 B3T! halina't mag laro ngayon dito! apkgametop.com/LivePH,Gambling Scam,,
+63639****845,"Sugal hindi na need pumunta CAS1NO, pIay online at manalo araw araw, upto 8888 na welcome bonus, 24 hours cash in/out.
Web: game-j.life",Gambling Scam,,
+63639****882,Cold Monday! This is your Lucky Day! DAhil nandit0 na si apkgametop.com/LivePH na laging nag bibigay ng premyo at B0nu$! Kaya Try m0 na dito! The Be$st dito.,Prize Scam,,
+63639****997,"GCash. Bet... GCash. Bet! Get FREE P1,000,000 bonus for GCASHBET! Free link http://phbetpo.shop/rH8",Gambling Scam,,
+63639****200,Binabati kita! Mag-log in sa Lodi646 para makuha ang iyong lucky random bonus!   http://bet03.fan,Gambling Scam,,
+63639****942,This is your LucKy day! DAhil JB Day ngayon! Mag $pin at makakuha ng maraming PRIZES! Wag mag alinlangan siguradong bubuhos ng swerte! antiviruspedia.net/Live,Prize Scam,,
+63639****956,Wag ng tumingin pa sa iba. Dahil ang hinahanap m0 at hinahanap ng iba ay nandit0 lang kay playbingo.com.ph/LegitAPP subukan m0 na walang mawawala sayo,Gambling Scam,,
+63639****763,"DEAR VIP, <REAL NAME>, Experience the Best Cockfighting here in SBET. Join and Register now to gain up 88kPHP & 100 + Fighting bonuses, and got a chance to win worth million of cash! sbetcorkfight.com/SABONGNOW",Gambling Scam,,
+63639****084,"Hi <REAL NAME>,  Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at w98club.com/PusoySabong  or search Winner Club at Play Store.

Redeem code : <8833>
(Please go to Deposit/BUY, then enter Redeem code.",Gambling Scam,,
+63639****379,This is your LucKy day! DAhil JB Day ngayon! Mag $pin at makakuha ng maraming PRIZES! Wag mag alinlangan siguradong bubuhos ng swerte! barbadostelecom.com/Live,Prize Scam,,
+63639****835,"Go-Lucky ! Baraha prepare P1399 for you, today waiting for you.
UrL: card-c.life

Let's go  .",Gambling Scam,,
+63639****214,"O.  Thanks for your trust in Smart! you will have P1555 for slot , 
Web: will-s.life",Gambling Scam,,
+63639****945,"Lazada: Good benefits, If you play in BARAHA, you will have 50% change get free Iphone14/XiaoMI/1999P.
web: baraha-k.site
Claim now !a",Gambling Scam,,
+63639****665,Kumusta Lodi! Nakapag register kana ba? Mag Register na kung hindi pa! And get your 120% Welcome B0NU$ FREEPLAY! Sali na! appraisalassociatesark.com/Join,Gambling Scam,,
+63639****475,"y!  [Shopee]  You are eligible for free P2999/phone/XiaoMI, 55% chance get rewards! 
web: 11g.life",Prize Scam,,
+63639****822,"[Winner777] Free P300 daily login bonus, claim now. https://winner777.pro/sm",Prize Scam,,
+63639****264,"V!  [Shopee] You are eligible for free P2999/IPHONE/XiaoMI, 55% chance get rewards! 
web: luckypha.live",Prize Scam,,
+63639****744,"Ang Smart ay nagiimbita para kunin ang inyong 1,888 bonus. Ito ay matatanggap sa inyOng Acc0unt. URL: ww3467.pw/3tZBIuD",Prize Scam,,
+63639****001,"Ang Smart ay nagiimbita para kunin ang inyong 1,888 bonus. Ito ay matatanggap sa inyOng Acc0unt. URL: ww3467.pw/3U9RA8v",Prize Scam,,
+63639****578,"z!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: baraha-e.site
Claim now !",Gambling Scam,,
+63639****598,"ESugal hindi na need pumunta CASlNO, pIay online at manalo araw araw, upto 8888 na welcome B0NUS.
Web: pinas-b.life",Gambling Scam,,
+63639****629,"<REAL NAME>, You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA",Gambling Scam,,
+63639****848,"f!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: panalot.live
Claim now !",Raffle Scam,,
+63639****223,Hi <REAL NAME>! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT,Gambling Scam,,
+63639****561,"yLast 3 days, play online BARA-HA,you will have 30% change get XiaoMI/8999P.
web: baraha-p.life",Raffle Scam,,
+63639****358,"A) An Exclusive and Prestigious Wack wack Neighborhood, where your wellness to us matters

Soon to Rise Shangrila Wack-wack
1 Bedroom - 85sqm
2 Bedroom - 145sqm
3 Bedroom - 231sqm

B) The Rise Makati Shangrila along Ayala Ave RFO w/P1.2M (19% disc.) 3 units left

www.shangrilasidences.com

Message now",Commercial Spam,,
+63639****943,"Free P5,888 bonus for you!

18M+ Jackpot Prize!
Only 1 Peso to Play!!

Now is win! Good luck!!
http://phboom.com/Wtk",Gambling Scam,,
+63639****221,"d! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: pinasl.life",Gambling Scam,,
+63639****836,"10,000 USDT for participating in the Experience Trading Sharing Contest!https://t.co/cyhM4iQRdg",Investment Scam,,
+63639****851,"l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: baraha-e.site",Gambling Scam,,
+63639****285,M0nday na! Bigyan natin ng suwerte ang araw mo ngayon! Dahil dito kay bartargame.com/Live may Daily B0nu$ at chance mo pa mag T0P 1! Pinipilahan ng lahat!,Prize Scam,,
+63639****348,"Sign up for the world Get 2022 World Cup benefits , receive 3000 free, withdrawals in seconds: http://pesc.pw/4nn27r",Prize Scam,,
+63639****428,"<REAL NAME>, Your lucky stars are shining tonight WP! Register now and claim your 100% WELCOME BONUS! up to Php. 5,000! Sign up now wfifacup.com/7777FIFA",Prize Scam,,
+63639****346,"X! Last 2 days, Claim the card B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: card-o.life",Gambling Scam,,
+63639****143,"Withdrawal code: 831094. If this was not you, cancel here: https://cancel35202119-binance-com.web.app",Raffle Scam,,
+63639****385,"Bagong balita! Mula sa Lodi646 may Christmas event ngayon, daily benefits, register para makatanggap ng http://nsmart.pro",Prize Scam,,
+63639****140,<REAL NAME> What's up winningplus members! Refer your friend and get your 400P daily! What are you waiting for? Message us now wplusplay.com/7777FIFA,Gambling Scam,,
+63639****450,"v! Last 2 days, Claim the BARAHA B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: pinasu.life",Gambling Scam,,
+63639****032,"g.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: manalor.site",Prize Scam,,
+63639****966,1M+ Jackpot Prize? Only 1 Peso to Play! Login daily and get free Peso! Now is win: http://win777.rest/Yy5,Gambling Scam,,
+63639****425,Happy Monday Lodi! Lunes na at 5 days nalang pasko na! Maraming handog na pamasko ang breakingnewsmanila.com/Game sayo! Ayain ang barkada at mag register na!,Gambling Scam,,
+63639****019,"<REAL NAME>, Have a Merry Christmas here at W+! there is a christmas raffle and you can win money up to 300k! and other prizes join now! wfifanow.com/7777FIFA",Raffle Scam,,
+63639****114,"i.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: pinas-s.life",Prize Scam,,
+63639****498,Happy Thursday LODI at Merry Xmas sayo! Maraming papremyo ang naghihintayo sayo dito! Register now and get your free golden egg! breakingnewsmanila.com/Game,Gambling Scam,,
+63639****259,"k.  Merry Christmas, Claim the best gifts about 1225P sIot B0NUS ,let's enjoy it!
Web: will-f.life",Prize Scam,,
+63639****526,"Dear Beneficiary, We called you but out of service area regarding the urgent remote job position assigned to you. Contact the Admin office to claim an employment entitlement in your name, it's important. Email: Clariereymond@gmail.com",Job Scam,,
+63639****706,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!

Sign up now and get 20P and 5000CASH for free! jackpotcity888.com",Gambling Scam,,
+63639****289,"<REAL NAME>, Merry Christmas SBET Members! Claim your christmas bonus now, upto P5,000! Register now and get 1% deposit bonus on gcash sbetfifa.com",Gambling Scam,,
+63639****140,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!

Sign up now and get 20P and 5000CASH for free! jackpotcityph.com",Gambling Scam,,
+63639****809,"s! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: pinasc.life",Gambling Scam,,
+63639****306,Halika at tumanggap ng 50MBG spree nang libre!.Google play or APP store search for mybitglobal to download apps,Commercial Spam,,
+63639****090,"[2M+ Jackpot Prize] Sign up and get free P28 bonus! Get now http://betcenter.live/800 Slot machine battle -- get lucky P30,000 bonus everyday!",Gambling Scam,,
+63639****757,"d! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: baraha-b.site",Gambling Scam,,
+63639****585,"<REAL NAME>, jackpot city REWARD CLUB! be our vip members and win more. 

Sign up now and get 20P and 5000CASH jackpotcity20bonu.com",Gambling Scam,,
+63639****422,"<REAL NAME>, Come and get your Welcome bonus up to 2,000 PHP! And more prizes here only on T1Bet! Register and log in your account now! t1bet6ph.com",Gambling Scam,,
+63639****294,"<REAL NAME>, Everyday is Lucky here W+! Earn more than Php400 up to .5% weekly commission rate! Click our website! winplusrich.com",Job Scam,,
+63639****913,"<REAL NAME>, Be the Lucky player at T1bet! 50% Casino Reload Bonus up to 1,000php! Sign up to Play now! t1betrich.com",Gambling Scam,,
+63639****491,"<REAL NAME>, Don't hesitate to register in our site and win more prizes and win new Iphone 14PROMAX! Sign up nÃ˜w here at JACKPOT CITY! jackpotcityph.info",Gambling Scam,,
+63639****900,"<REAL NAME>, Tongits go is now available here at SBET! Play and win a Brandnew Iphone14 Pro (256)gb and more! Click here!sbetphwin.com"")",Gambling Scam,,
+63639****865,"<REAL NAME>, The popular Online Casino is in here at  W+! Bet now and win more plus win an Iphone 14PRO! winpluspromo.com",Gambling Scam,,
+63639****899,"JILI FC Free Gift 188 peso! Google ""boom188org"" and claim now er",Gambling Scam,,
+63639****269,"<REAL NAME>, JACKPOT CITY has the best gaming experience and stable servers for our customers! 

Sign up now and enjoy free sign up bonuses and more! Play JILI SLOT GAME now and win double the amount! jackpotcitypromo.com",Gambling Scam,,
+63639****904,Licensed By Pagcor mLive77 Casino Register Claim 100% Welcome Bonus & Double WIN JILI Slot(Limit Time) FREE Register mon15.com,Gambling Scam,,
+63639****570,"jackpot! Ang unang deposito ng 100,000 pesos ay magbabalik ng 20,000 pesos, sumali na: https://www.777pub.pub/?agentid=10007604",Gambling Scam,,
+63639****951,"<REAL NAME>, Dito wala kang talo! Maglaro na at manalo ng iPhone 14PRO MAX at 80,000P o higit pa

Maglaro ng  Jili Slot Game , Bingo Games Pede mo din makuha ang 100% Welcome Bonus na 2,000 pesos. Maglaro na ! jackpotcity20bonus.com",Gambling Scam,,
+63639****424,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 5888! http://asias.poker",Prize Scam,,
+63639****493,"<REAL NAME>, Jackpotcity is fantastic site usability and you recieve welcome offers upt to 50% daily bonus click here! and register now @ jackpotcitybets.com",Gambling Scam,,
+63639****743,"Good News! <REAL NAME>, Get UNLIMITED REBATE anytime in JILI only here at SBET! Click and Register here @ sbetfreedraw.com",Gambling Scam,,
+63639****281,"<REAL NAME>, Let's WINE UP! Deposit daily and WIN BIG PRIZES up to PHP8,888 only here at JACKPOTCITY! Click and Register now @ jackpotcityfree.com",Gambling Scam,,
+63639****246,"<REAL NAME>, JACKPOTCITY offers the most reliable and well-liked gaming platform, so play and win there!

Become a member right away to get up to 80,000 cash prizes & more ! 

Sign-in now jackpotcitywinrich.com",Gambling Scam,,
+63639****201,"Legit 0NLINE CASIN0 ba ang hanap mo? Dito kana sa pinakamalupet at Nakakarelax Relax na showbiztoday.net/LiveApp Register now and WlN up to 2.7m, Let Go!!",Commercial Spam,,
+63639****575,"<REAL NAME>, Get more than you were looking for at JACKPOTCITY The #1's BEST ONLINE GAMING! up to P1000 CASH BACK! Register now: jackpotcitybetwin.com",Gambling Scam,,
+63639****267,"<REAL NAME>, Make an account now and get 100% welcome bonus of 2,000 plus win amazing prizes this Valentine's Love Draw at JACKPOTCITY ! 

visit and join us jackpotcitywincash.com",Gambling Scam,,
+63639****776,"<REAL NAME>, DS88 Cockfighting is also available here in SBET, play here to win more prizes! Visit now and enjoy; sbetmanalo.com",Gambling Scam,,
+63639****090,"<REAL NAME>, Come Play & WIN in JACKPOTCITY! 

Make sure to sign up & get unlimited Daily Rebate up to .6% and play to earn money ! 

click here  jackpotcityrichs.com",Gambling Scam,,
+63639****175,"Hi <REAL NAME>, You're invited at W+ Event!

Come & join to win HONDA CBR150R, + visit our VIP REWARD PLAN ! click now wpdito11.com",Prize Scam,,
+63639****256,"Great day <REAL NAME>, you have FREE 1000 here UNIBET !

Refer Now To Get 30% Profit & 1000 Bonus From your Referral ! unibetnow.com",Gambling Scam,,
+63639****839,"Hi <REAL NAME>, SBET invites you to join Wagering Tournament !

Win a YAMAHA NMAX ABS 2022 or LOUIS VUITTON & more ! 

join now sbetwinph.com",Gambling Scam,,
+63639****272,"Good day <REAL NAME>, you have FREE 1000 here UNIBET!

Refer Now To Get 30% Profit & 1000 Bonus From your Referral! unibetnow0.com",Gambling Scam,,
+63639****377,"<REAL NAME>, JackpotCity gives you 10% Daily Cashback Up to Php1,000! Play live casino and slots! Join now jackpotcityph7.com",Gambling Scam,,
+63639****303,"<REAL NAME>, You have P2000 when you Register and make your 1st Deposit. Sign  up now here at buobetpromo.com",Gambling Scam,,
+63639****315,CONGRATULATIONS! Get 2888 ? for free as our weekly raffle winner. Click to claim your cash prize: https://xt5746.com,Raffle Scam,,
+63639****129,"<REAL NAME>, Sign up now! & join Tournament to Win NMAX ABS V2022. Deposit now to avail 1.5% daily rebate. sbetbetsph.com",Gambling Scam,,
+63639****323,"<REAL NAME>, Get 50% daily deposit bonus! Earn 1000 daily & Win prizes at W+, Click now to claim Free20! wplushello.com",Prize Scam,,
+63639****023,"<REAL NAME>, Register & Become the next Winner! Join WinningPlus Event now Win upto 159,900 & Win more ! Sign up wplusph.com",Gambling Scam,,
+63639****385,"GCASH Advisory: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://iplogger.org/GCASHVerification",Bank Scam,,
+63639****579,"<REAL NAME>, Get 100% DEPOSIT BONUS on Jackpot City! Register now and get FREE MONEY! jackpotcityph10.com",Gambling Scam,,
+63639****088,"<REAL NAME>, Play with friends and EARN MORE THAN PHP250! Referral BONUS only for you & your close. Click now wpluswow.com",Gambling Scam,,
+63639****333,"Hello, new free money bonus 388 with no deposit condition, please login https://gd6416.com/?a=46956  to get free money 388 now",Prize Scam,,
+63639****437,You have a lucky Phone number <REAL NAME>! You GET GCASH BONUS here at SBET! Click here to claim! sbetnow2.com,Gambling Scam,,
+63639****122,"<REAL NAME>, Enjoy LOTTERY GAMES and WIN money on Jackpot City! Sign up now and make your first deposit! jackpotcityfreecash.com",Gambling Scam,,
+63639****911,"Hello, 500 to 500 p to you click; https://www.yge8gh.com to get free money 500 now",Prize Scam,,
+63639****250,"<REAL NAME>, Lucky Monday! Play slots & fishing, Get 50% Daily Deposit Bonus up to Php1,000 ! Sign-up today winningplusph.com",Gambling Scam,,
+63639****330,"ikaw ba ay mahilig maglaro sa phone? Kumita ng 3K PESOS hanggang 100K ARAW-ARAW!
Maglaro ng Legit Casino Games! Mag-register na sa ""http://mon21.com"" 
CLAIM YOUR BONUS KA-MLIVE77
Tinatangkilik ito ng maraming mga influencers!",Gambling Scam,,
+63639****671,"[GCASH. BET] P1 win P126,821? Come to claim your luck http://gaming0063.quest/nOf P100 Get P100, P200 Get P200, P300 Get P300 ... 100k Get 100k!!!",Gambling Scam,,
+63639****242,"Hello, new free money bonus 550 with no deposit condition, please login https://os5524.com/ to get free money 550 ! first come first served!!",Prize Scam,,
+63639****361,"<REAL NAME>, Celebrate International Women's Day with W+! Receive a FREE PHP20 gift! Don't miss out! surewinph0.com",Prize Scam,,
+63639****124,"Hey <REAL NAME>, what's up? Get FREE SPIN at W+ when you log in today! Start winning big! surewinph1.com",Prize Scam,,
+63639****434,"Join BETFIL new platform <REAL NAME>! Win a BMW X5(â‚±4.89 Million) or Yamaha NMAX(â‚±150,000)! betfilbonu1.com",Gambling Scam,,
+63639****407,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P https://fils.win,Prize Scam,,
+63639****616,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P 09995281393,Prize Scam,,
+63639****665,"Hello, no deposit, free 1989 P bonus, please login   https://kaa9867.com",Prize Scam,,
+63639****669,"<REAL NAME>, Hey, want to have fun? Let's play games on BETFIL together. Claim PHP250 extra bonus. Click here betfildito1.com",Gambling Scam,,
+63639****473,Your #BDO Account is under review Please make sure you have completed verification process here gg.gg/online-bdo-com to avoid Deactivation.,Bank Scam,,
+63639****458,"<REAL NAME>, Claim your free P50 & another P50 for inviting a friend. Sign-up now here duopromo1.com",Prize Scam,,
+63639****075,"Hi, immediately withdraw 1999 p for free. login.   https://hya568.com",Raffle Scam,,
+63639****657,"[LUCK9] Weekly lucky bonus 1,999P, Claim now. https://luck98.com/G4pn1",Prize Scam,,
+63639****253,"<REAL NAME>, Complete daily tasks to get 1000 free! Unlock VIP plan to get even more daily bonuses! unibetpromo.com",Gambling Scam,,
+63639****291,"<REAL NAME>, Let's see if you have what it takes to win at the daily lucky draw at Jackpot City. Sign up now! jackpotcityluckbets.com",Gambling Scam,,
+63639****321,"Milyun-milyong manlalaro ang sabay-sabay na online, magrehistro kaagad para makakuha ng 8-888P http://fpin.u.dwx1.sbs/kOCJf6s",Gambling Scam,,
+63639****957,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active,Bank Scam,,
+63639****924,"C0ngratulat1on, 1kaw @ng masuwerteng nanal0 sa Casino Spin Game! M@g s1gn up at kun1n @ng P 1999 playing credits ngay0n: https://th676.xyz",Gambling Scam,,
+63639****925,"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com",Gambling Scam,,
+63639****829,"<REAL NAME>! Sign up at unibetwins.com today & claim your streak sign-up rewards up to PHP5,555. join now",Gambling Scam,,
+63639****904,Nakarehistro sa 8888  https://gamebet.li/j48,Gambling Scam,,
+63639****792,"<REAL NAME>, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com",Gambling Scam,,
+63639****108,"<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com",Prize Scam,,
+63639****992,"<REAL NAME>, Join the winners at JACKPOTCITY get 100% WELCOME BONUS up to P2000! Upon Register: jpcbet1.com",Gambling Scam,,
+63639****136,"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)",Gambling Scam,,
+63639****987,"Lucky Wheel's Mystery Bonus? http://phgaming.shop/hLq get free bonus up to P88,888 each day!!",Raffle Scam,,
+63639****722,[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.,Bank Scam,,
+63639****839,"<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online",Commercial Spam,,
+63639****363,"Hurry! <REAL NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more.",Gambling Scam,,
+63639****943,"[BDO NOTICE] : We need to Lock your #bdoSavings Account due to your last transaction, Please visit the link to Unlock: accountupdate-bdo.live",Bank Scam,,
+63639****319,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon!
v.ht/7Rar7",Prize Scam,,
